Delivery Status,Shipping Mode,delivery_time,profit,inventory_demand,Order Item Quantity
Advance shipping,Standard Class,3,66.12000275,449.82000719999996,3
Shipping on time,Standard Class,4,5.980000019,199.91999816,2
Late delivery,Standard Class,6,-184.7299957,449.82000719999996,3
Advance shipping,Standard Class,3,11.5699997,49.97999954,1
Advance shipping,Standard Class,3,16.30999947,449.82000719999996,3
Advance shipping,Standard Class,3,12.0,799.6799928,4
Shipping on time,Standard Class,4,23.43000031,1249.4999695,5
Shipping on time,Standard Class,4,13.60999966,49.97999954,1
Late delivery,Standard Class,5,82.47000122,1249.4999695,5
Late delivery,Second Class,3,24.21999931,449.82000719999996,3
Advance shipping,Standard Class,2,4.71999979,199.91999816,2
Late delivery,First Class,2,12.18000031,49.97999954,1
Shipping on time,Standard Class,4,118.75,1249.4999695,5
Shipping on time,Standard Class,4,-92.3199997,449.82000719999996,3
Late delivery,First Class,2,54.43000031,799.6799928,4
Late delivery,Second Class,5,91.95999908,799.6799928,4
Late delivery,Second Class,3,63.66999817,1249.4999695,5
Late delivery,First Class,2,33.47000122,199.91999816,2
Late delivery,First Class,2,18.18000031,1249.4999695,5
Shipping canceled,First Class,2,81.08999634,1249.4999695,5
Late delivery,First Class,2,45.18000031,449.82000719999996,3
Shipping on time,Standard Class,4,-26.95999908,49.97999954,1
Late delivery,First Class,2,18.19000053,199.91999816,2
Late delivery,First Class,2,13.89000034,449.82000719999996,3
Late delivery,First Class,2,-71.72000122,49.97999954,1
Late delivery,First Class,2,-56.5,1249.4999695,5
Late delivery,Standard Class,5,13.55000019,449.82000719999996,3
Advance shipping,Standard Class,3,2.25,449.82000719999996,3
Late delivery,Standard Class,6,17.98999977,49.97999954,1
Shipping canceled,Standard Class,4,34.63999939,799.6799928,4
Late delivery,First Class,2,-128.9499969,449.82000719999996,3
Late delivery,First Class,2,-450.6199951,799.6799928,4
Late delivery,Standard Class,6,73.91999817,1249.4999695,5
Late delivery,Standard Class,6,-62.83000183,799.6799928,4
Late delivery,Standard Class,5,-6.739999771,1249.4999695,5
Late delivery,Standard Class,6,9.75,49.97999954,1
Late delivery,Standard Class,5,60.0699997,799.6799928,4
Shipping on time,Standard Class,4,109.1600037,1249.4999695,5
Shipping on time,Standard Class,4,58.88000107,799.6799928,4
Shipping on time,Standard Class,4,-42.50999832,799.6799928,4
Late delivery,Second Class,4,17.48999977,49.97999954,1
Late delivery,Second Class,4,31.62000084,449.82000719999996,3
Late delivery,Second Class,4,96.70999908,1249.4999695,5
Late delivery,Second Class,3,13.48999977,199.91999816,2
Advance shipping,Standard Class,2,-79.01999664,799.6799928,4
Late delivery,Standard Class,6,68.83000183,1249.4999695,5
Late delivery,First Class,2,63.04999924,1249.4999695,5
Shipping on time,Standard Class,4,28.59000015,199.91999816,2
Advance shipping,Standard Class,2,77.11000061,1249.4999695,5
Late delivery,Standard Class,6,87.33000183,799.6799928,4
Late delivery,Standard Class,5,44.08000183,449.82000719999996,3
Advance shipping,Standard Class,3,71.26999664,449.82000719999996,3
Advance shipping,Standard Class,3,4.949999809,49.97999954,1
Advance shipping,Standard Class,3,65.69999695,1249.4999695,5
Advance shipping,Standard Class,3,24.48999977,49.97999954,1
Late delivery,Standard Class,6,13.48999977,799.6799928,4
Advance shipping,Standard Class,2,67.41000366,1249.4999695,5
Late delivery,Standard Class,6,-1.870000005,449.82000719999996,3
Late delivery,Standard Class,5,15.17000008,49.97999954,1
Late delivery,Standard Class,6,15.59000015,49.97999954,1
Late delivery,Standard Class,6,3.220000029,199.91999816,2
Advance shipping,Standard Class,3,71.72000122,1249.4999695,5
Late delivery,Standard Class,6,18.10000038,199.91999816,2
Late delivery,Standard Class,5,47.97999954,1249.4999695,5
Shipping canceled,Standard Class,3,-31.67000008,49.97999954,1
Shipping canceled,Standard Class,3,35.24000168,1249.4999695,5
Late delivery,Standard Class,6,22.67000008,49.97999954,1
Late delivery,First Class,2,41.13999939,199.91999816,2
Advance shipping,Standard Class,2,82.69000244,799.6799928,4
Late delivery,Second Class,6,25.96999931,199.91999816,2
Shipping on time,Same Day,0,74.79000092,799.6799928,4
Late delivery,Standard Class,5,-52.27999878,449.82000719999996,3
Advance shipping,Standard Class,3,22.78000069,49.97999954,1
Late delivery,First Class,2,23.79000092,799.6799928,4
Late delivery,Standard Class,6,12.72999954,49.97999954,1
Shipping on time,Standard Class,4,119.9499969,1249.4999695,5
Shipping on time,Standard Class,4,27.95999908,1249.4999695,5
Advance shipping,Standard Class,3,68.5699997,1249.4999695,5
Shipping on time,Standard Class,4,23.98999977,199.91999816,2
Advance shipping,Standard Class,2,37.27000046,449.82000719999996,3
Late delivery,Standard Class,5,72.20999908,799.6799928,4
Shipping on time,Standard Class,4,10.46000004,449.82000719999996,3
Late delivery,Second Class,3,81.30999756,799.6799928,4
Late delivery,Second Class,6,15.40999985,799.6799928,4
Shipping on time,Second Class,2,8.460000038,49.97999954,1
Late delivery,First Class,2,-65.97000122,49.97999954,1
Late delivery,Second Class,5,-231.9600067,449.82000719999996,3
Late delivery,First Class,2,14.35000038,49.97999954,1
Advance shipping,Standard Class,2,62.08000183,449.82000719999996,3
Late delivery,Standard Class,6,20.8199997,49.97999954,1
Late delivery,Second Class,4,27.20999908,199.91999816,2
Advance shipping,Standard Class,3,73.5699997,799.6799928,4
Late delivery,Standard Class,6,29.09000015,1249.4999695,5
Shipping on time,Standard Class,4,19.19000053,1249.4999695,5
Late delivery,Standard Class,5,46.18000031,449.82000719999996,3
Advance shipping,Standard Class,2,9.300000191,799.6799928,4
Late delivery,Standard Class,5,109.2099991,1249.4999695,5
Shipping on time,Standard Class,4,24.98999977,199.91999816,2
Advance shipping,Standard Class,2,44.52999878,199.91999816,2
Advance shipping,Standard Class,2,9.779999733,449.82000719999996,3
Advance shipping,Standard Class,2,36.74000168,199.91999816,2
Advance shipping,Standard Class,2,17.59000015,799.6799928,4
Shipping canceled,Standard Class,6,1.940000057,199.91999816,2
Shipping on time,Second Class,2,66.12000275,1249.4999695,5
Shipping on time,Standard Class,4,20.14999962,49.97999954,1
Advance shipping,Standard Class,3,9.600000381,199.91999816,2
Late delivery,Standard Class,6,44.63000107,199.91999816,2
Late delivery,Second Class,4,47.15999985,449.82000719999996,3
Late delivery,Second Class,4,8.31000042,199.91999816,2
Shipping canceled,Standard Class,6,84.36000061,1249.4999695,5
Late delivery,Standard Class,5,11.61999989,199.91999816,2
Late delivery,First Class,2,45.47999954,199.91999816,2
Advance shipping,Standard Class,3,11.60000038,49.97999954,1
Late delivery,Standard Class,5,13.76000023,199.91999816,2
Advance shipping,Standard Class,2,19.79000092,799.6799928,4
Advance shipping,Standard Class,2,-9.369999886,49.97999954,1
Advance shipping,Standard Class,3,17.48999977,49.97999954,1
Advance shipping,Standard Class,2,-65.12000275,449.82000719999996,3
Advance shipping,Standard Class,2,23.26000023,49.97999954,1
Shipping canceled,Standard Class,3,21.98999977,199.91999816,2
Late delivery,First Class,2,66.22000122,799.6799928,4
Late delivery,First Class,2,29.38999939,199.91999816,2
Late delivery,Second Class,6,-579.8900146,1249.4999695,5
Late delivery,Second Class,4,39.93000031,199.91999816,2
Advance shipping,Standard Class,3,8.399999619,199.91999816,2
Late delivery,Standard Class,5,5.809999943,199.91999816,2
Late delivery,Standard Class,6,73.09999847,1249.4999695,5
Late delivery,Standard Class,6,75.62999725,799.6799928,4
Shipping canceled,First Class,2,39.34000015,199.91999816,2
Late delivery,First Class,2,7.340000153,449.82000719999996,3
Late delivery,First Class,2,36.79000092,199.91999816,2
Shipping canceled,First Class,2,57.58000183,799.6799928,4
Advance shipping,Standard Class,3,7.380000114,449.82000719999996,3
Late delivery,Standard Class,5,8.470000267,199.91999816,2
Late delivery,First Class,2,13.47000027,49.97999954,1
Advance shipping,Standard Class,2,1.940000057,49.97999954,1
Late delivery,Second Class,6,21.59000015,449.82000719999996,3
Advance shipping,Standard Class,3,105.5599976,1249.4999695,5
Late delivery,Second Class,3,17.42000008,49.97999954,1
Late delivery,Second Class,6,22.79000092,799.6799928,4
Late delivery,First Class,2,13.28999996,49.97999954,1
Late delivery,First Class,2,-169.9299927,199.91999816,2
Late delivery,First Class,2,58.70000076,1249.4999695,5
Late delivery,Second Class,4,99.83999634,1249.4999695,5
Late delivery,Second Class,4,92.36000061,1249.4999695,5
Late delivery,First Class,2,-10.63000011,49.97999954,1
Late delivery,First Class,2,9.899999619,449.82000719999996,3
Late delivery,First Class,2,-55.38000107,1249.4999695,5
Late delivery,Second Class,6,28.34000015,799.6799928,4
Late delivery,Standard Class,5,66.93000031,799.6799928,4
Late delivery,First Class,2,18.51000023,199.91999816,2
Shipping on time,Standard Class,4,83.69000244,799.6799928,4
Late delivery,Second Class,4,30.35000038,199.91999816,2
Late delivery,Second Class,3,-251.8999939,799.6799928,4
Late delivery,Second Class,3,27.82999992,199.91999816,2
Advance shipping,Standard Class,3,43.47999954,449.82000719999996,3
Advance shipping,Standard Class,3,37.11000061,449.82000719999996,3
Late delivery,Standard Class,6,100.4100037,1249.4999695,5
Late delivery,First Class,2,45.99000168,449.82000719999996,3
Advance shipping,Standard Class,3,34.47000122,199.91999816,2
Late delivery,Standard Class,5,17.59000015,799.6799928,4
Late delivery,Second Class,6,2.930000067,49.97999954,1
Shipping on time,Standard Class,4,29.5699997,199.91999816,2
Shipping on time,Standard Class,4,42.75999832,199.91999816,2
Advance shipping,Standard Class,3,-45.77999878,1249.4999695,5
Advance shipping,Standard Class,3,-37.74000168,799.6799928,4
Late delivery,Standard Class,6,45.47999954,199.91999816,2
Late delivery,Standard Class,5,47.27000046,449.82000719999996,3
Shipping canceled,Standard Class,5,-115.1500015,449.82000719999996,3
Advance shipping,Standard Class,3,-137.3800049,1249.4999695,5
Late delivery,Standard Class,5,10.17000008,199.91999816,2
Shipping on time,Standard Class,4,39.88000107,449.82000719999996,3
Advance shipping,Standard Class,3,119.9499969,1249.4999695,5
Advance shipping,Standard Class,2,40.45999908,199.91999816,2
Late delivery,Standard Class,5,-94.51000214,449.82000719999996,3
Late delivery,First Class,2,10.71000004,49.97999954,1
Late delivery,First Class,2,11.43999958,49.97999954,1
Late delivery,First Class,2,47.00999832,1249.4999695,5
Late delivery,Second Class,6,15.77999973,49.97999954,1
Late delivery,First Class,2,-30.79999924,49.97999954,1
Late delivery,First Class,2,41.74000168,199.91999816,2
Late delivery,First Class,2,59.95999908,449.82000719999996,3
Shipping on time,Second Class,2,81.5699997,799.6799928,4
Shipping on time,Second Class,2,-0.550000012,49.97999954,1
Advance shipping,Standard Class,2,80.61000061,799.6799928,4
Shipping on time,Standard Class,4,-122.4499969,1249.4999695,5
Shipping on time,Standard Class,4,-39.49000168,799.6799928,4
Late delivery,Standard Class,5,30.47999954,199.91999816,2
Shipping on time,Standard Class,4,10.36999989,199.91999816,2
Shipping on time,Same Day,0,-30.29999924,1249.4999695,5
Shipping on time,Same Day,0,49.18000031,799.6799928,4
Advance shipping,Standard Class,2,15.56000042,49.97999954,1
Advance shipping,Standard Class,3,-110.6600037,49.97999954,1
Advance shipping,Standard Class,3,16.79000092,49.97999954,1
Advance shipping,Standard Class,3,43.18000031,799.6799928,4
Advance shipping,Standard Class,2,-2.049999952,199.91999816,2
Late delivery,Standard Class,6,62.38000107,1249.4999695,5
Late delivery,Standard Class,5,9.75,49.97999954,1
Advance shipping,Standard Class,3,38.20000076,449.82000719999996,3
Late delivery,Second Class,5,77.16000366,1249.4999695,5
Late delivery,Second Class,4,17.48999977,49.97999954,1
Shipping on time,Standard Class,4,56.22999954,799.6799928,4
Shipping on time,Standard Class,4,74.97000122,799.6799928,4
Late delivery,Second Class,5,53.97999954,449.82000719999996,3
Shipping canceled,Standard Class,4,91.04000092,799.6799928,4
Late delivery,Second Class,5,110.9899979,1249.4999695,5
Late delivery,First Class,2,50.93999863,799.6799928,4
Late delivery,First Class,2,27.03000069,199.91999816,2
Shipping canceled,First Class,2,106.9100037,1249.4999695,5
Advance shipping,Standard Class,3,-176.2400055,1249.4999695,5
Advance shipping,Standard Class,3,-50.59999847,1249.4999695,5
Shipping on time,Standard Class,4,17.95999908,49.97999954,1
Shipping on time,Standard Class,4,9.899999619,449.82000719999996,3
Advance shipping,Standard Class,3,24.23999977,799.6799928,4
Late delivery,Standard Class,6,33.91999817,449.82000719999996,3
Late delivery,Standard Class,5,14.23999977,199.91999816,2
Shipping canceled,Second Class,5,94.04000092,799.6799928,4
Shipping canceled,Standard Class,2,71.47000122,1249.4999695,5
Late delivery,Standard Class,5,-129.8000031,49.97999954,1
Late delivery,Second Class,3,37.49000168,199.91999816,2
Late delivery,Standard Class,5,24.23999977,49.97999954,1
Late delivery,Standard Class,6,19.79000092,199.91999816,2
Late delivery,Second Class,5,57.34999847,449.82000719999996,3
Late delivery,First Class,2,32.75,449.82000719999996,3
Late delivery,First Class,2,37.22999954,199.91999816,2
Late delivery,First Class,2,63.04999924,1249.4999695,5
Late delivery,First Class,2,45.5699997,199.91999816,2
Late delivery,Standard Class,5,15.56000042,449.82000719999996,3
Advance shipping,Standard Class,3,50.54999924,1249.4999695,5
Late delivery,Standard Class,5,22.0699997,49.97999954,1
Late delivery,First Class,2,15.73999977,1249.4999695,5
Late delivery,First Class,2,18.44000053,449.82000719999996,3
Advance shipping,Standard Class,2,32.38999939,449.82000719999996,3
Late delivery,First Class,2,-14.72999954,1249.4999695,5
Advance shipping,Standard Class,2,-24.5,799.6799928,4
Advance shipping,Standard Class,2,86.91000366,799.6799928,4
Advance shipping,Standard Class,2,2.849999905,49.97999954,1
Late delivery,Standard Class,6,44.63000107,199.91999816,2
Advance shipping,Standard Class,3,-2.690000057,49.97999954,1
Advance shipping,Standard Class,2,16.27000046,49.97999954,1
Late delivery,Standard Class,6,7.409999847,49.97999954,1
Late delivery,Standard Class,5,30.36000061,449.82000719999996,3
Late delivery,First Class,2,78.08999634,799.6799928,4
Advance shipping,Standard Class,3,20.23999977,49.97999954,1
Advance shipping,Standard Class,2,43.65000153,1249.4999695,5
Advance shipping,Standard Class,2,33.06000137,199.91999816,2
Shipping on time,Standard Class,4,41.83000183,199.91999816,2
Shipping on time,Standard Class,4,71.97000122,449.82000719999996,3
Shipping on time,Standard Class,4,89.13999939,799.6799928,4
Shipping on time,Second Class,2,2.599999905,1249.4999695,5
Shipping on time,Second Class,2,42.8199997,799.6799928,4
Late delivery,Standard Class,6,39.36000061,1249.4999695,5
Late delivery,Standard Class,6,48.24000168,449.82000719999996,3
Advance shipping,Standard Class,2,42.61000061,449.82000719999996,3
Late delivery,Standard Class,6,-31.37999916,199.91999816,2
Late delivery,Standard Class,6,-41.72999954,1249.4999695,5
Late delivery,Standard Class,5,-140.7400055,799.6799928,4
Late delivery,Standard Class,5,27.95999908,1249.4999695,5
Late delivery,Standard Class,5,30.40999985,199.91999816,2
Shipping on time,Standard Class,4,46.29000092,1249.4999695,5
Advance shipping,Standard Class,3,89.69000244,1249.4999695,5
Late delivery,Standard Class,6,41.34000015,199.91999816,2
Shipping on time,Standard Class,4,-191.9199982,1249.4999695,5
Advance shipping,Standard Class,2,16.43000031,449.82000719999996,3
Late delivery,Standard Class,5,113.9499969,1249.4999695,5
Advance shipping,Standard Class,3,-59.13999939,199.91999816,2
Advance shipping,Standard Class,3,-37.38999939,49.97999954,1
Shipping on time,Standard Class,4,46.95999908,799.6799928,4
Shipping on time,Standard Class,4,-31.86000061,199.91999816,2
Late delivery,Second Class,6,-100.7600021,449.82000719999996,3
Late delivery,First Class,2,37.04000092,449.82000719999996,3
Shipping on time,Second Class,2,0.0,199.91999816,2
Shipping on time,Standard Class,4,15.22000027,49.97999954,1
Shipping on time,Standard Class,4,12.73999977,49.97999954,1
Late delivery,Second Class,6,53.13000107,449.82000719999996,3
Late delivery,First Class,2,11.03999996,49.97999954,1
Late delivery,Second Class,6,-7.949999809,449.82000719999996,3
Late delivery,Second Class,6,4.690000057,49.97999954,1
Late delivery,Second Class,5,5.119999886,49.97999954,1
Shipping on time,Second Class,2,-181.8800049,449.82000719999996,3
Shipping on time,Second Class,2,1.080000043,199.91999816,2
Late delivery,Second Class,6,106.2699966,1249.4999695,5
Late delivery,Second Class,6,79.87000275,799.6799928,4
Late delivery,Same Day,0,-2.0,49.97999954,1
Late delivery,Same Day,0,13.11999989,49.97999954,1
Late delivery,Same Day,0,23.48999977,49.97999954,1
Late delivery,Same Day,0,41.97999954,799.6799928,4
Late delivery,Same Day,0,51.59000015,1249.4999695,5
Late delivery,First Class,2,24.25,49.97999954,1
Late delivery,Standard Class,6,27.04999924,799.6799928,4
Late delivery,Standard Class,5,-102.3300018,1249.4999695,5
Late delivery,Second Class,4,6.119999886,49.97999954,1
Late delivery,First Class,2,59.50999832,799.6799928,4
Late delivery,First Class,2,15.25,449.82000719999996,3
Late delivery,First Class,2,26.63999939,199.91999816,2
Late delivery,First Class,2,12.0,799.6799928,4
Advance shipping,Standard Class,3,67.47000122,799.6799928,4
Advance shipping,Standard Class,3,69.97000122,799.6799928,4
Late delivery,Standard Class,6,0.0,799.6799928,4
Late delivery,Standard Class,5,37.58000183,199.91999816,2
Advance shipping,Standard Class,2,5.619999886,199.91999816,2
Shipping canceled,Same Day,0,23.76000023,49.97999954,1
Late delivery,Standard Class,6,7.25,799.6799928,4
Late delivery,Second Class,5,12.47999954,49.97999954,1
Late delivery,First Class,2,103.4599991,1249.4999695,5
Late delivery,First Class,2,9.109999657,799.6799928,4
Advance shipping,Standard Class,3,88.27999878,799.6799928,4
Shipping on time,Second Class,2,-97.45999908,199.91999816,2
Shipping on time,Second Class,2,17.80999947,49.97999954,1
Advance shipping,Standard Class,3,34.31000137,449.82000719999996,3
Advance shipping,Standard Class,3,3.799999952,799.6799928,4
Advance shipping,Standard Class,3,22.20000076,49.97999954,1
Late delivery,Same Day,0,44.52999878,199.91999816,2
Late delivery,First Class,2,-71.80999756,199.91999816,2
Late delivery,First Class,2,45.65999985,449.82000719999996,3
Late delivery,First Class,2,39.88999939,449.82000719999996,3
Shipping on time,Standard Class,4,57.18000031,1249.4999695,5
Late delivery,Standard Class,5,16.30999947,1249.4999695,5
Advance shipping,Standard Class,2,57.93999863,449.82000719999996,3
Advance shipping,Standard Class,2,36.09000015,449.82000719999996,3
Late delivery,Standard Class,6,5.809999943,49.97999954,1
Shipping on time,Second Class,2,36.88999939,449.82000719999996,3
Advance shipping,Standard Class,2,14.98999977,449.82000719999996,3
Advance shipping,Standard Class,2,-120.1600037,799.6799928,4
Late delivery,Standard Class,6,8.18999958,49.97999954,1
Late delivery,Standard Class,6,20.69000053,49.97999954,1
Late delivery,Second Class,5,26.76000023,449.82000719999996,3
Advance shipping,Standard Class,2,-4.96999979,49.97999954,1
Late delivery,Standard Class,6,27.14999962,199.91999816,2
Shipping on time,Standard Class,4,46.93000031,449.82000719999996,3
Advance shipping,Standard Class,2,41.25999832,199.91999816,2
Shipping canceled,First Class,2,-142.4400024,199.91999816,2
Late delivery,Same Day,0,-371.730011,1249.4999695,5
Late delivery,Same Day,0,65.69999695,1249.4999695,5
Late delivery,Same Day,0,20.44000053,49.97999954,1
Late delivery,Standard Class,6,50.20000076,799.6799928,4
Late delivery,Standard Class,5,45.34000015,199.91999816,2
Late delivery,Second Class,4,-2.549999952,799.6799928,4
Advance shipping,Standard Class,3,-152.0399933,1249.4999695,5
Advance shipping,Standard Class,2,44.52999878,449.82000719999996,3
Advance shipping,Standard Class,2,0.0,199.91999816,2
Late delivery,First Class,2,23.64999962,199.91999816,2
Late delivery,First Class,2,38.20000076,449.82000719999996,3
Late delivery,Standard Class,5,58.47999954,799.6799928,4
Late delivery,Standard Class,5,-471.3099976,1249.4999695,5
Shipping on time,Standard Class,4,14.86999989,49.97999954,1
Late delivery,Second Class,3,-32.20000076,49.97999954,1
Advance shipping,Standard Class,2,57.97999954,1249.4999695,5
Late delivery,Standard Class,6,43.18000031,199.91999816,2
Shipping on time,Second Class,2,27.53000069,199.91999816,2
Shipping canceled,Second Class,6,28.26000023,199.91999816,2
Late delivery,First Class,2,18.10000038,199.91999816,2
Late delivery,Standard Class,5,88.08999634,1249.4999695,5
Advance shipping,Standard Class,3,65.97000122,799.6799928,4
Late delivery,First Class,2,10.77999973,49.97999954,1
Late delivery,First Class,2,119.9499969,1249.4999695,5
Late delivery,First Class,2,52.18000031,799.6799928,4
Late delivery,First Class,2,11.19999981,49.97999954,1
Late delivery,Standard Class,6,10.5,199.91999816,2
Late delivery,First Class,2,44.18000031,799.6799928,4
Late delivery,Standard Class,5,14.06000042,49.97999954,1
Advance shipping,Standard Class,3,12.5,49.97999954,1
Late delivery,Second Class,6,20.78000069,49.97999954,1
Late delivery,Second Class,6,-8.960000038,49.97999954,1
Shipping on time,Same Day,0,-45.27000046,1249.4999695,5
Advance shipping,Standard Class,2,80.61000061,799.6799928,4
Late delivery,Standard Class,5,6.21999979,199.91999816,2
Late delivery,First Class,2,38.52000046,199.91999816,2
Shipping on time,Same Day,0,17.98999977,199.91999816,2
Shipping on time,Same Day,0,-46.04000092,1249.4999695,5
Shipping on time,Same Day,0,14.53999996,449.82000719999996,3
Late delivery,Standard Class,5,26.65999985,1249.4999695,5
Late delivery,Standard Class,5,37.43000031,449.82000719999996,3
Shipping on time,Second Class,2,23.03000069,49.97999954,1
Late delivery,Second Class,5,-8.970000267,449.82000719999996,3
Late delivery,Second Class,5,9.970000267,49.97999954,1
Late delivery,First Class,2,47.97999954,199.91999816,2
Advance shipping,Standard Class,3,27.11000061,1249.4999695,5
Advance shipping,Standard Class,2,42.50999832,449.82000719999996,3
Advance shipping,Standard Class,2,12.27999973,49.97999954,1
Late delivery,Standard Class,6,68.84999847,1249.4999695,5
Late delivery,Second Class,3,13.93999958,449.82000719999996,3
Advance shipping,Standard Class,2,47.5,199.91999816,2
Shipping on time,Same Day,0,47.22999954,1249.4999695,5
Shipping on time,Same Day,0,30.65999985,199.91999816,2
Shipping on time,Standard Class,4,22.78000069,49.97999954,1
Late delivery,Standard Class,6,53.20999908,449.82000719999996,3
Advance shipping,Standard Class,3,34.90999985,199.91999816,2
Late delivery,Second Class,4,7.199999809,199.91999816,2
Late delivery,First Class,2,26.11000061,199.91999816,2
Advance shipping,Standard Class,3,45.61000061,449.82000719999996,3
Shipping on time,Standard Class,4,22.47999954,199.91999816,2
Late delivery,Standard Class,5,9.300000191,199.91999816,2
Late delivery,First Class,2,74.66999817,799.6799928,4
Late delivery,First Class,2,44.59999847,449.82000719999996,3
Late delivery,First Class,2,22.87000084,199.91999816,2
Late delivery,First Class,2,1.299999952,449.82000719999996,3
Late delivery,Second Class,3,57.34999847,449.82000719999996,3
Shipping canceled,Standard Class,6,35.27000046,449.82000719999996,3
Late delivery,Second Class,6,15.92000008,49.97999954,1
Shipping on time,Same Day,0,60.97999954,449.82000719999996,3
Shipping on time,Same Day,0,87.15000153,1249.4999695,5
Late delivery,Second Class,4,49.18000031,449.82000719999996,3
Late delivery,Second Class,5,16.32999992,49.97999954,1
Advance shipping,Standard Class,3,79.58999634,1249.4999695,5
Advance shipping,Standard Class,2,25.40999985,1249.4999695,5
Advance shipping,Standard Class,2,74.33000183,1249.4999695,5
Late delivery,Standard Class,6,7.389999866,199.91999816,2
Late delivery,Standard Class,5,70.48999786,799.6799928,4
Late delivery,Same Day,0,13.52000046,199.91999816,2
Advance shipping,Standard Class,3,22.95000076,199.91999816,2
Advance shipping,Standard Class,2,19.79000092,49.97999954,1
Late delivery,Standard Class,5,-139.9400024,199.91999816,2
Late delivery,First Class,2,28.11000061,199.91999816,2
Late delivery,Standard Class,6,46.97999954,199.91999816,2
Late delivery,Second Class,4,-71.75,49.97999954,1
Late delivery,Second Class,5,5.309999943,49.97999954,1
Late delivery,Second Class,4,19.30999947,49.97999954,1
Late delivery,Same Day,0,28.70000076,199.91999816,2
Late delivery,First Class,2,-8.300000191,49.97999954,1
Late delivery,Standard Class,5,55.18000031,449.82000719999996,3
Advance shipping,Standard Class,3,-48.91999817,1249.4999695,5
Advance shipping,Standard Class,3,0.819999993,49.97999954,1
Advance shipping,Standard Class,3,46.04000092,199.91999816,2
Advance shipping,Standard Class,3,18.78000069,449.82000719999996,3
Late delivery,First Class,2,31.51000023,199.91999816,2
Late delivery,Standard Class,6,44.97999954,449.82000719999996,3
Late delivery,First Class,2,-176.9400024,1249.4999695,5
Late delivery,First Class,2,13.22000027,1249.4999695,5
Late delivery,First Class,2,33.59000015,199.91999816,2
Advance shipping,Standard Class,2,51.97999954,799.6799928,4
Late delivery,Standard Class,5,29.69000053,449.82000719999996,3
Late delivery,Second Class,4,69.05999756,449.82000719999996,3
Advance shipping,Standard Class,3,20.73999977,1249.4999695,5
Late delivery,Second Class,6,66.90000153,449.82000719999996,3
Advance shipping,Standard Class,2,38.72999954,1249.4999695,5
Late delivery,Second Class,4,-33.74000168,799.6799928,4
Late delivery,Second Class,4,45.58000183,199.91999816,2
Late delivery,Second Class,3,26.45000076,199.91999816,2
Late delivery,Standard Class,5,16.87000084,49.97999954,1
Shipping on time,Standard Class,4,67.65000153,449.82000719999996,3
Late delivery,Second Class,3,30.68000031,199.91999816,2
Late delivery,First Class,2,10.0,1249.4999695,5
Late delivery,First Class,2,0.0,799.6799928,4
Late delivery,Standard Class,6,1.419999957,449.82000719999996,3
Late delivery,Standard Class,5,39.11000061,199.91999816,2
Late delivery,First Class,2,18.73999977,1249.4999695,5
Late delivery,First Class,2,19.15999985,199.91999816,2
Advance shipping,Standard Class,3,15.48999977,49.97999954,1
Late delivery,Standard Class,5,-0.689999998,49.97999954,1
Shipping on time,Standard Class,4,98.95999908,799.6799928,4
Shipping on time,Second Class,2,-33.72000122,449.82000719999996,3
Late delivery,Second Class,4,14.68999958,49.97999954,1
Late delivery,First Class,2,35.27000046,799.6799928,4
Advance shipping,Standard Class,3,0.0,199.91999816,2
Advance shipping,Standard Class,2,93.08000183,799.6799928,4
Advance shipping,Standard Class,2,-69.5699997,199.91999816,2
Advance shipping,Standard Class,3,31.23999977,1249.4999695,5
Late delivery,Standard Class,5,-53.09999847,199.91999816,2
Advance shipping,Standard Class,3,22.79000092,49.97999954,1
Advance shipping,Standard Class,2,123.6999969,1249.4999695,5
Late delivery,Standard Class,6,10.56000042,49.97999954,1
Late delivery,Standard Class,5,36.74000168,1249.4999695,5
Late delivery,Standard Class,5,16.88999939,799.6799928,4
Advance shipping,Standard Class,2,29.5699997,1249.4999695,5
Late delivery,Second Class,6,43.65000153,449.82000719999996,3
Late delivery,Second Class,6,14.23999977,799.6799928,4
Shipping on time,Same Day,0,62.75999832,449.82000719999996,3
Shipping on time,Same Day,0,39.34000015,199.91999816,2
Shipping on time,Standard Class,4,23.13999939,49.97999954,1
Shipping on time,Standard Class,4,88.79000092,799.6799928,4
Late delivery,Second Class,6,0.959999979,199.91999816,2
Shipping on time,Standard Class,4,-34.0699997,49.97999954,1
Shipping on time,Standard Class,4,43.86000061,449.82000719999996,3
Late delivery,Same Day,0,-75.04000092,49.97999954,1
Late delivery,Same Day,0,-107.4300003,199.91999816,2
Late delivery,Same Day,0,14.98999977,199.91999816,2
Late delivery,Standard Class,5,48.49000168,199.91999816,2
Shipping on time,Standard Class,4,62.84000015,799.6799928,4
Late delivery,Standard Class,6,75.08999634,1249.4999695,5
Late delivery,Second Class,4,-118.25,799.6799928,4
Late delivery,First Class,2,9.800000191,199.91999816,2
Late delivery,Standard Class,6,-138.0,799.6799928,4
Late delivery,Standard Class,6,15.51000023,199.91999816,2
Advance shipping,Standard Class,3,23.09000015,449.82000719999996,3
Advance shipping,Standard Class,2,111.5800018,1249.4999695,5
Advance shipping,Standard Class,3,84.44999695,799.6799928,4
Advance shipping,Standard Class,2,25.23999977,199.91999816,2
Shipping on time,Standard Class,4,59.04000092,1249.4999695,5
